source_id,source_name,lat,lon,total_co2_emissions_2024,source,year
42741776,JSW Vijayanagar Metallics steel plant,15.18181671,76.67982874,3972589.457,climate trace,2025
42741807,Orissa Alloy Steel Kharagpur Plant,22.364258,87.309047,869392.809,climate trace,2025
42741811,Shri Bajrang Power & Ispat Tilda Steel Plant,21.48569513,81.77092313,790357.0991,climate trace,2025
42741813,Shyam Steel Raghunathpur Steel Plant,23.590212,86.724603,667395.0288,climate trace,2025
42741822,Shyam Metalics Jamuria Steel Plant,23.68854806,87.12277804,1623379.179,climate trace,2025
42741826,Shakambhari Ispat and Power Purulia Steel Plant,23.61426764,86.78964963,839359.2392,climate trace,2025
42741829,Shyam Metalics Sambalpur Steel Plant,21.67749003,84.04141118,2710924.85,climate trace,2025
42741834,Orissa Metaliks Kharagpur Steel Plant,22.37713271,87.27944371,1422642.778,climate trace,2025
42741835,Mono Steel Gandhidham plant,23.31293433,70.20019133,1217149.933,climate trace,2025
42741836,Shyam Steel Mejia Steel Plant,23.56371354,87.08649145,199169.989,climate trace,2025
42741838,Nilachal Iron & Power Gamharia Steel Plant,22.87479903,86.06410152,156490.7056,climate trace,2025
42741848,N R Ispat and Power Raigarh steel plant,22.01241242,83.33068183,75874.28151,climate trace,2025
42741849,Adhunik Metaliks Kuanrmunda steel plant,22.3097259,84.76662294,805235.8661,climate trace,2025
42741850,Rungta Mines Chaliyama steel plant,22.58775772,85.90658449,1100177.082,climate trace,2025
42741857,Crest Steel and Power Mangatta Steel Plant,21.18976792,81.20058559,205492.8458,climate trace,2025
42741859,Action Ispat and Power Jharsuguda steel plant,21.83982172,83.9828023,592767.8243,climate trace,2025
42741861,Gallantt Ispat Gorakhpur steel plant,26.75892462,83.20164,834617.0967,climate trace,2025
48306442,Rungta Mines Karakhendra Steel Plant,22.140174,85.414616,418431.0686,climate trace,2025
50980773,JSOL Angul steel plant,20.874713,84.944082,4930444.12,climate trace,2025
