source_id,source_name,lat,lon,total_co2_emissions_2025,source,year
1896947,India Cements Alathiyur Cement Plant,11.3558499,79.22513441,2345738.784,Climate Trace,2025
1896948,India Cements Chilamakuru Cement Plant,14.664377,78.45819892,498416.8808,Climate Trace,2025
1896949,India Cements Malkapur Cement Plant,17.30852714,77.47411183,785845.533,Climate Trace,2025
1896950,India Cements Sankari West Cement Plant,11.45351773,77.82905425,731491.2782,Climate Trace,2025
1896951,India Cements Sankarnagar Cement Plant,8.789436597,77.73208597,571051.8412,Climate Trace,2025
1896954,Trinetra Cement Banswara Cement Plant,23.60266799,74.2553551,601540.7289,Climate Trace,2025
1896957,JK Cement Gotan Cement Plant,26.6443862,73.72788192,653181.351,Climate Trace,2025
1896958,JK Cement Nimbahera Cement Plant,24.64206539,74.68439321,1808562.832,Climate Trace,2025
1896959,JK Cement Mangrol Cement Plant,24.69438489,74.68330174,1786132.357,Climate Trace,2025
1896962,JK Lakshmi Durg Cement Plant,21.37256246,81.44975257,1796478.82,Climate Trace,2025
1896963,JK Lakshmi Sirohi Cement Plant,24.69095841,73.00272774,900068.447,Climate Trace,2025
1896972,Jaypee Rewa Cement Plant,24.5657633,81.17385119,1012797.92,Climate Trace,2025
1896974,KCP Mukteswarapuram Cement Plant,16.83815611,80.06447538,1107301.484,Climate Trace,2025
1896975,Kesoram Industries Basanth Nagar Cement Plant,18.71256006,79.40465488,733333.1449,Climate Trace,2025
1896976,Kesoram Industries Gulbarga Cement Plant,17.1605906,77.29328309,4308902.32,Climate Trace,2025
1896977,ACC Bargarh Cement Plant,21.37089653,83.61669224,634206.2845,Climate Trace,2025
1896978,ACC Gagal Cement Plant,31.41254781,76.83680315,1439708.368,Climate Trace,2025
1896979,ACC Chanda Cement Plant,19.9201159,79.11309662,699660.3497,Climate Trace,2025
1896980,ACC Jamul Cement Plant,21.23878464,81.38294931,753934.8379,Climate Trace,2025
1896981,ACC Chaibasa Cement Plant,22.42351794,85.75398488,359271.2612,Climate Trace,2025
1896982,ACC Kymore Cement Plant,24.05262907,80.61389806,830377.2889,Climate Trace,2025
1896983,ACC Lakheri Cement Plant,25.67170192,76.18927433,497218.8209,Climate Trace,2025
1896985,ACC Wadi Cement Plant,17.06011276,76.97980981,1367350.086,Climate Trace,2025
1896986,Ambuja Cements Ambujanagar Cement Plant,20.83546887,70.69139671,1273605.133,Climate Trace,2025
1896987,Ambuja Cements Suli/Rauri Cement Plant,31.25234766,76.92840684,2014444.614,Climate Trace,2025
1896988,Ambuja Cements Rabriyawas Cement Plant,26.29894355,74.12614923,583006.6421,Climate Trace,2025
1896989,Ambuja Cements Bhatapara Cement Plant,21.67250037,82.08468923,720807.554,Climate Trace,2025
1896990,Ambuja Cements Maratha Cement Plant,19.70315296,79.21997338,997091.0135,Climate Trace,2025
1897004,Malabar Cements Walayar Cement Plant,10.85005411,76.8352378,300913.4389,Climate Trace,2025
1897006,Murli Industries Chandrapur Cement Plant,19.78823922,79.06462035,975241.8621,Climate Trace,2025
1897007,NCL Industries Nalgonda Cement Plant,16.71712361,79.81870133,1355502.769,Climate Trace,2025
1897009,NU Vista Risda Cement Plant,21.63191652,82.10890603,924650.0457,Climate Trace,2025
1897011,Nuvoco Vistas Sonadih Cement Plant,21.73058749,82.21400841,207326.5991,Climate Trace,2025
1897012,Nuvoco Vistas Nimbol Cement Plant,26.33240348,73.84944894,854500.8553,Climate Trace,2025
1897013,Nuvoco Vistas Chittor Cement Plant,24.71390868,74.67030944,558463.0278,Climate Trace,2025
1897020,Orient Cement Devapur Cement Plant,19.0338972,79.34837873,565511.2679,Climate Trace,2025
1897023,Penna Cement Industries Talaricheruvu Cement Plant,14.95178228,78.07595696,643028.6951,Climate Trace,2025
1897024,Penna Cement Industries Tandur Cement Plant,17.2958591,77.50487958,1063888.32,Climate Trace,2025
1897026,Penna Cement Industries Ganeshpahad Cement Plant,16.71688426,79.69339598,598294.5082,Climate Trace,2025
1897029,Rain Cements Boincheruvupalli Cement Plant,15.22152921,77.93172779,1221237.579,Climate Trace,2025
1897030,Rain Cements Ramapuram Cement Plant,16.84415224,79.98685646,810079.107,Climate Trace,2025
1897034,Ramco Cements Alathiyur Cement Plant,11.36292123,79.22825948,1544518.043,Climate Trace,2025
1897035,Ramco Cements Ramasamyraja Nagar Cement Plant,9.4562137,77.92663336,1429057.464,Climate Trace,2025
1897040,Sagar Cements Mattampally Cement Plant,16.76570075,79.86217928,1498436.26,Climate Trace,2025
1897043,Shree Cement Beawar Cement Plant,26.08122473,74.38130259,1407599.984,Climate Trace,2025
1897044,Shree Cement Kodla Cement Plant,17.04212953,77.22140575,1199951.469,Climate Trace,2025
1897045,Shree Cement Ras Cement Plant,26.26818436,74.18865063,1395113.577,Climate Trace,2025
1897046,Shree Cement Raipur Cement Plant,21.60268303,82.04293441,846983.3589,Climate Trace,2025
1897055,UltraTech Nathdwara Cement Plant,24.822961,73.09184114,1832148.275,Climate Trace,2025
1897056,UltraTech Sidhi Cement Plant,24.32589091,81.32884231,1343502.106,Climate Trace,2025
1897057,UltraTech Dalla Cement Plant,24.45036477,83.04045971,702031.0109,Climate Trace,2025
1897058,UltraTech Bela Cement Plant,24.52816185,81.16874196,717985.1277,Climate Trace,2025
1897059,UltraTech Budawada Cement Plant,16.87038866,80.02085929,1725475.045,Climate Trace,2025
1897060,UltraTech Nrupathanga Cement Plant,17.13963952,77.17530419,2652359.234,Climate Trace,2025
1897061,UltraTech Adityapuram Cement Plant,24.76465886,74.60744975,2519489.542,Climate Trace,2025
1897062,UltraTech Awarpur Cement Plant,19.7847886,79.14848718,1919855.722,Climate Trace,2025
1897063,UltraTech Jafrabad Cement Plant,20.86841925,71.39773596,555947.6422,Climate Trace,2025
1897064,UltraTech Anantapuram Cement Plant,15.01901327,78.01484511,4266506.67,Climate Trace,2025
1897065,UltraTech Hirmi Cement Plant,21.54353466,81.94898757,1297824.642,Climate Trace,2025
1897066,UltraTech Vikram Nagar Cement Plant,24.57784918,74.80372314,2741428.13,Climate Trace,2025
1897067,UltraTech Amreli Cement Plant,20.91017117,71.46120692,880854.8025,Climate Trace,2025
1897069,UltraTech Kharia Khangar Cement Plant,26.60503666,73.6833669,701941.3773,Climate Trace,2025
1897070,UltraTech Rawan Cement Plant,21.57561084,82.02335779,2348222.836,Climate Trace,2025
1897071,UltraTech Reddipalayam Cement Plant,11.10608953,79.17207235,557497.5048,Climate Trace,2025
1897073,UltraTech Baga Cement Plant,31.32832571,76.89452526,818114.6125,Climate Trace,2025
1897074,UltraTech Dhar Cement Plant,22.26604438,75.13312413,1364522.395,Climate Trace,2025
1897096,Bharathi Cement Kadapa Cement Plant,14.58703671,78.57896243,1414554.076,Climate Trace,2025
1897097,Kalburgi Cement Chatarsal Cement Plant,17.30409294,77.43522795,1060059.136,Climate Trace,2025
1897098,Shree Digvijay Cement Sikka Cement Plant,22.43032448,69.83528397,706617.8877,Climate Trace,2025
1897099,Andhra Cements Dachepalli Cement Plant,16.64789096,79.7023138,501435.2194,Climate Trace,2025
1897100,Anjani Cement Nalgonda Cement Plant,16.76731832,80.01368103,976118.0775,Climate Trace,2025
1897101,BCI Bagalkot Cement Plant,16.17755604,75.68089168,240355.4001,Climate Trace,2025
1897102,Barak Valley Cements Badarpur Cement Plant,24.86571134,92.58180208,184195.7688,Climate Trace,2025
1897106,Amrit Cement East Jaintia Hills Cement Plant,25.24319646,92.34479621,371537.609,Climate Trace,2025
1897107,DCM Shriram Cement Kota Cement Plant,25.13744486,75.88779011,217463.3318,Climate Trace,2025
1897108,Deccan Cements Wadappally Cement Plant,16.71060197,79.71111612,677992.7596,Climate Trace,2025
1897110,Siddhi Cement Sutrapada Cement Plant,20.86749806,70.56705955,392647.7368,Climate Trace,2025
1897112,JUD Cements East Jaintia Hills Cement Plant,25.19280214,92.40042734,200380.9898,Climate Trace,2025
1897115,Khyber Khunmoh Cement Plant,34.07784244,74.97610479,275573.9109,Climate Trace,2025
1897116,Mangalam Cement Chonsala Cement Plant,24.71535812,75.95298191,1515180.21,Climate Trace,2025
1897118,Meghalaya Cements Umbadoh Cement Plant,25.20450029,92.38390601,252781.9296,Climate Trace,2025
1897121,Prism Johnson Mankahari Cement Plant,24.56415607,81.00145893,1645924.561,Climate Trace,2025
1897122,Sanghi Industries Sanghipuram Cement Plant,23.49798576,68.58039914,2729423.913,Climate Trace,2025
1897123,Saurashtra Cement Ranavav Cement Plant,21.70458851,69.71967845,534470.8901,Climate Trace,2025
1897127,Sri Lalitha Nalgonda Cement Plant,16.73506748,79.88174994,400664.5145,Climate Trace,2025
1897129,Tamilnadu Cements Alangalum Cement Plant,9.374590691,77.67864279,158870.7666,Climate Trace,2025
1897130,Tata Chemicals Mithapur Cement Plant,22.40097608,69.01929283,247747.09,Climate Trace,2025
1897131,Toshali Cement Ampavalli Cement Plant,18.40740433,82.97349328,89884.16687,Climate Trace,2025
1897132,UCWL Udaipur Cement Plant,24.6585659,73.87460336,1703649.204,Climate Trace,2025
1897133,Wonder Cement Nimbahera Cement Plant,24.6635105,74.63177448,3184901.719,Climate Trace,2025
1897135,Ultratech Dalla Super 6 Vilemar Kundi Cement Plant,24.44643048,83.07530034,696192.4575,Climate Trace,2025
32438515,Birla Chanderia Cement Plant,24.9299234,74.63432651,1152884.298,Climate Trace,2025
32438517,My Home Mellacheruvu Cement Plant,16.8104649,79.91603179,2324202.353,Climate Trace,2025
32438537,Heidelbergcement Tumkur Cement Plant,13.2701708,76.72292321,155308.2365,Climate Trace,2025
32438540,Zuari Cement Yerraguntla Cement Plant,14.60567595,78.52286264,2342709.598,Climate Trace,2025
32438546,India Cements Wadapally Cement Plant,16.69600136,79.64846719,758062.3976,Climate Trace,2025
32438547,India Cements Yerraguntla Cement Plant,14.64279805,78.52864549,390630.6617,Climate Trace,2025
32438552,JK Cement Muddapur Cement Plant,16.20516995,75.29941196,1447332.538,Climate Trace,2025
32438555,JSW Cement Nandyal Cement Plant,15.68384291,78.45943924,1779047.478,Climate Trace,2025
32438558,KCP Macherla Cement Plant,16.46897243,79.43544957,324930.0869,Climate Trace,2025
32438569,ACC Madukkarai Cement Plant,10.90649644,76.95589618,258853.6273,Climate Trace,2025
32438580,Nuvoco Vistas Arasmeta Cement Plant,21.96814502,82.34970286,732440.1288,Climate Trace,2025
32438585,Orient Cement Chittapur Cement Plant,17.11045049,77.12952444,1405582.316,Climate Trace,2025
32438588,Penna Cement Industries Boyareddypalli Cement Plant,15.06213355,77.9506315,934439.3188,Climate Trace,2025
32438592,Ramco Cements Ariyalur Cement Plant,11.17635479,79.08916841,2127284.008,Climate Trace,2025
32438593,Ramco Cements Jayanthipuram Cement Plant,16.87549673,80.12025295,1027750.655,Climate Trace,2025
32438616,UltraTech Kotputli Cement Plant,27.66684828,76.13062467,1061392.787,Climate Trace,2025
32438620,UltraTech Sewagram Cement Plant,23.43042433,68.71303105,2230513.894,Climate Trace,2025
32438630,Bhavya Cements Guntur Cement Plant,16.65458693,79.81579514,418698.912,Climate Trace,2025
32438636,Max Cement East Jaintia Hills Cement Plant,25.23983408,92.39034702,224299.753,Climate Trace,2025
32438638,Hills Cement East Jaintia Hills Cement Plant,25.22580655,92.38749851,406565.6894,Climate Trace,2025
32438640,Jammu & Kashmir Cements Khrew I Cement Plant,34.03223381,75.01590037,80130.56803,Climate Trace,2025
32438641,Suvarna Cements Nalgonda Cement Plant,16.7975983,79.91230238,295157.4273,Climate Trace,2025
32438646,Panyam Cements and Mineral Industries Kurnool Cement Plant,15.50071164,78.21072342,769102.6402,Climate Trace,2025
32438647,Parasakti Cement Goli Cement Plant,16.62466069,79.50217504,618759.1619,Climate Trace,2025
32438652,Sree Jayajothi Cements Yanakandla Cement Plant,15.36322157,78.21884405,1301534.685,Climate Trace,2025
32438653,Sri Chakra Cements Guntur Cement Plant,16.38081501,79.72447301,113673.6551,Climate Trace,2025
32438655,Star Cement East Jaintia Hills Cement Plant,25.17808567,92.39026106,530629.2578,Climate Trace,2025
42546499,Satguru Jeerabad Cement Plant,22.41978556,75.06896395,39324.28696,Climate Trace,2025
42546500,Mawmluh-Cherra Cements Cherrapunji‎ Cement Plant,25.26020315,91.71071981,66118.67232,Climate Trace,2025
42547251,Ambuja Cements Marwar Mundwa Cement Plant,27.08043886,73.81604105,677586.6871,Climate Trace,2025
42547271,Asia Fine Cements Rajpura Cement Plant,30.42358239,76.71722992,655404.7828,Climate Trace,2025
42547276,Trumboo Cement Wuyan Cement Plant,34.05356194,74.97409724,159481.8305,Climate Trace,2025
42547298,JK Cement Panna Cement Plant,24.32793176,79.96748536,755525.0619,Climate Trace,2025
42547307,Sagar Cements Jeerabad Cement Plant,22.38695487,75.07474773,436936.5218,Climate Trace,2025
42547321,RCCPL Mukutban Cement Plant,19.79898082,78.8667111,1273554.978,Climate Trace,2025
42547331,RCCPL Maihar Cement Plant,24.16716932,80.69526802,1411638.932,Climate Trace,2025
42547340,Purbachal Cement Sarutari Cement Plant,26.06155528,91.88283984,318963.6609,Climate Trace,2025
42547359,Shree Cement Guntur Cement Plant,16.52004884,79.73169393,846983.3589,Climate Trace,2025
42547363,Shree Cement Nawalgarh Cement Plant,27.79138198,75.33287077,988147.2521,Climate Trace,2025
42547376,Dhandapani Thathamangalam Cement Plant,10.94458726,78.73243665,124094.9914,Climate Trace,2025
42547380,Chettinad Cement Dachepalli Cement Plant,16.54450066,79.75872953,917566.6959,Climate Trace,2025
42547381,Ramco Cements Kalavatala Cement Plant,15.07975836,78.13920316,566643.7965,Climate Trace,2025
42547386,Kakatiya Cement Dondapadu Cement Plant,17.18564518,80.56474874,129770.147,Climate Trace,2025
42547391,UltraTech Pali Cement Plant,26.25891888,74.09408458,931681.6948,Climate Trace,2025
42547394,Vijay Puthanampatti Cement Plant,11.04549529,78.7090775,47189.14436,Climate Trace,2025
42547427,Jeppiaar Alathur Cement Plant,11.18749062,79.05285768,71766.82371,Climate Trace,2025
42547432,RNB Cements Umiam Cement Plant,25.66426359,91.91083297,143030.0206,Climate Trace,2025
42547435,ACC Ametha Cement Plant,24.0094084,80.52875334,282327.7863,Climate Trace,2025
42547436,Srikalahasthi Rachagunneri Cement Plant,13.71742947,79.62755907,29389.73026,Climate Trace,2025
